name,long_description,short_description
vibrava,"Verde, Vibrava recuerda a una hormiga león, y algunas veces son identificados erróneamente como libélulas. Esta confusión no es injustificada ya que, a pesar de que su forma y su actitud son más semejantes a las de un insecto, Vibrava evoluciona en Flygon, un Pokémon dragón.",
victini,"Amarillo, Victini tiene aspecto de conejo, probablemente debido al mito de que las patas de conejo dan suerte. Su color es amarillo. Produce energía infinita dentro de su cuerpo. Cuando lo toca un aliado, Victini comparte su energía. Se dice que cualquier entrenador que posea uno podrá ganar cualquier batalla, atrayendo la victoria. Curiosamente se encuentra en la Isla Libertad, encerrado hace 200 años por un guardián que salvaguarda la isla con el fin de que el Equipo Plasma u otras organizaciones criminales no usaran su inmenso poder para hacer el mal. No se sabe dónde vive Victini originalmente, o si puede ser un Pokémon migratorio que viaja para dar victoria a quien lo vea. Según la profesora Encina, Victini ocupa el n°000 en la Pokédex porque se dice que contar con él atrae la victoria.",
victreebel,"Verde, Victreebel está basado en la planta carnívora nepenthes. Tiene una hoja que le cubre la boca, tal vez como si fuera una trampa. Sus ojos están pegados a la boca y no son saltones, como en sus preevoluciones. En su cuerpo hay numerosos puntos verdes. En su tallo, al final, hay una especie de gancho amarillo. ",
vigoroth,"Blanco, Vigoroth es un Pokémon que se asemeja a un mono con pelaje blanco. Tiene el hocico de color marrón, en la espalda tiene dos líneas también marrones, muy parecidas a las de Pikachu. Sobre la nariz tiene un mechón de pelo rojo y tiene dos enormes garras en cada extremidad. Se sabe que pueden vivir en manadas que nunca están muy lejos de Slakoth en estado salvaje, su hábitat es fundamentalmente la copa de los árboles.",
vikavolt,"Azul, Vikavolt está basado tanto en un ciervo volante, como en unas pinzas de cocodrilo, de las usadas en las baterías de vehículos. Su carcasa es principalmente de color azul oscuro, a excepción de la parte externa de sus mandíbulas, que es amarilla. Su cara, que tiene cierto aspecto robótico, es naranja. Sus ojos tienen forma triangular y son de color blanco y amarillo. Sus mandíbulas son de gran tamaño y presentan dientes en la zona interior de las mismas.",
vileplume,"Rojo, Vileplume esta basado en una Rafflesia arnoldii, la segunda flor mas grande del mundo y reconocible por su llamativo color rojo y ser capaz de desprender un aroma putrefacto similar a la carne podrida.",
virizion,"Verde, Virizion está basado en concepto del personaje de Aramis de la novela Los tres mosqueteros. Físicamente está basado en una gacela o antílope. Virizion es un Pokémon cuadrúpedo de color verde. Posee unos cuernos verdes terminados en extremos enrollados, aunque su cara, al igual que la parte inferior de su cuerpo es blanca. A ambos lados de su cuello presenta una hoja rosa. Sus patas parecen unas botas verdes terminadas en unas pezuñas negras.",
vivillon,"Blanco, Rojo, Morado, Amarillo, Azul, Rosa, Gris, Marrón, Verde, Vivillon está basado en una mariposa y en el pixel art. Su cuerpo es de color gris, mientras que sus alas presentan colores diversos, terminando en un borde negro.",
volbeat,"Gris, Volbeat vive en bosques. Forman colonias con los Illumise, por los que son atraídos gracias a su olor. Todas estas colonias siempre están lideradas por un Illumise. Por la noche se produce un gran movimiento de luces,que en realidad son una colonia de Volbeat haciendo movimientos con la luz que tienen. Su cola parece una bombilla eléctrica, con ella da grandes destellos, con estos movimientos de su cola es capaz de comunicarse a distancia con otros Volbeat. Son conocidos como los Pokémon luciérnagas.",
volcanion,"Marrón, Volcanion está basado en los komainu o los shisa, criaturas mitológicas de las Islas Ryūkyū similares a leones, tigres y perros. Las estatuas de estos se usan en parejas como guardianes que invitan a los buenos espíritus y repelen los malos espíritus. Volcanion también está basado en una máquina de vapor o un géiser.",
volcarona,"Blanco, Volcarona está basado en una polilla. Posee tres pares de alas naranjas con manchas negras, las cuales le permiten emprender vuelo a pesar de su peso. Su cabeza de color negro tiene un par de protuberancias anaranjadas a los costados y un par de ojos azules. Su tórax está recubierto de un pelaje blanco, de este sobresalen cuatro pequeñas patas de color negro. Su ancho abdomen es de color negro con los costados de tonalidad azul celeste.",
voltorb,"Rojo, Voltorb tiene la forma de una Poké Ball, es decir, una esfera dividida en dos partes: blanca la parte de abajo y roja la de arriba. También se puede observar que cuenta con un par de ojos, característicos del anime, y que lo dotan de una expresión de enfado.",
vullaby,"Marrón, Vullaby está basado en una cría de buitre. Su cascarón tiene la forma de un cráneo quebrado a la vez que simula un pañal, mientras que su evolución tiene la mandíbula de este cráneo como mandil.",
vulpix,"Marrón, Vulpix está basado en un zorro rojo, y un kitsune. Es un Pokémon de tamaño pequeño y de patas cortas. Su suave pelaje es corto excepto en el flequillo y en sus seis colas. Su color de pelo es blanco en el vientre, anaranjado en las colas y el flequillo, oscuro en las patas y marrón en el resto del cuerpo. Sus ojos son grises y rasgados, y poseen una buena y aguda vista.",
wailmer,"Azul, Wailmer tiene el aspecto de una ballena con barbas de forma esférica y sin cola, en la parte superior es de color azul oscuro y en la parte inferior de color canela con ranuras, incluye 2 aletas que tienen apéndices en forma de dedos, placas con barbas que se asemejan a dientes y un orificio en la parte superior de la cabeza; sin embargo por sus características se podría considerar que es más bien una cría de ballena o ballenato, siendo realmente una ballena adulta su evolución, Wailord. En los climas cálidos, donde hace sol, le gusta salir a jugar en la playas y rebotar como si fuera una pelota. Pero si es tratado con amor se vuelve muy cariñoso y defenderá a su entrenador en cualquier situación.",
wailord,"Azul, Wailord está basado en una ballena azul, el mayor animal conocido, y en un dirigible. Tiene pequeños ojos y una enorme boca con una garganta rayada con surcos. Tiene dos pares de aletas a lo largo de su lomo y una cola horizontal en la espalda, similar a un alerón. Su abdomen es de color blanco y su lomo azul. En su lomo tiene cuatro manchas blancas en línea, que van disminuyendo de tamaño cuanto más cerca están de la aleta caudal.",
walrein,"Azul, Walrein está basado en una morsa.",
wartortle,"Azul, Wartortle es una tortuga semiacuática de una tonalidad azulada más oscura que Squirtle, su cola ha crecido bastante y ha cambiado de color hacia un azul muy claro finalizando en varias puntas enrolladas, de su cabeza ahora sobresalen dos grandes orejas con forma de alas y de la misma tonalidad de su cola, su caparazón tiene un tono café más opaco que su preevolución aunque sus placas periféricas y su plastrón siguen manteniendo los tonos blancos y crema respectivamente. Ahora sobresalen garras en los dedos de sus manos, unos colmillos de su boca, aunque sigue conservando el pico de tortuga, el iris de sus ojos pasa a ser café y su mirada se vuelve más fiera.",
watchog,"Marrón, Watchog está basado en una marmota, aunque su comportamiento es similar al de una suricata. Al igual que Patrat, parece estar alerta en todo lo que lo rodea, pero a diferencia de su preevolución, Watchog es más alto y su cola es mucho más larga. Tiene las mejillas grandes y un diente único que sale de su boca. Tiene el pelaje color rojizo, un patrón anillado en el pecho de color amarillo y el hocico de color beige. Su cola es larga y rígida con un mechón blanco en la punta. Cuando tiene la cola altiva y el mechón erizado, se debe a que esta vigilando o esta pendiente de algo. Watchog parece estar también basado en un chaleco reflectante de seguridad, ya que las franjas amarillas de su cuerpo brillan en la oscuridad y reflejan la luz.",
weavile,"Negro, Weavile tiene el cuerpo mayoritariamente de color azul oscuro, salvo alrededor del cuello, cola y apéndices de la cabeza, que son de color rojo oscuro; además, la parte cercana al extremo de sus patas es blanca. Tiene cuatro patas, y se eleva sobre dos de ellas. Tiene tres dedos en cada una de sus cuatro patas, con unas garras enormes, siendo mayores las de las patas superiores. Tiene el iris de los ojos de color rojizo. Posee un círculo de color dorado en la frente, y una boca que a veces presenta una sonrisa maligna. Tiene unos dientes pequeños, pero potentes a la hora de cazar.",
weedle,"Marrón, Este Pokémon insecto tiene la forma de un gusano con un cuerno que segrega veneno en la punta de su aguijón de 5 cm que tiene en la frente, que puede utilizar para defenderse de sus depredadores. Por ello, y por el color de su cuerpo, hace que muchos Pokémon eviten confrontarse con él. La punta de su cola también tiene esta habilidad. Weedle se puede encontrar comúnmente en bosques, prados y pastizales, generalmente ocultos en arbustos, o trepándose a los troncos de los árboles, mientras se alimenta de sus hojas. Tiene un sentido del olfato muy desarrollado debido a su enorme nariz roja en forma de bola, que puede utilizar para encontrar los tipos de hoja que le gustan más, como las hojas de ginkgo. Además de hojas, se le ha visto alimentarse de papel y cartónWeedle comiendo.. La mayor parte de su tiempo la usará para alimentarse pues suele comer el equivalente de su peso en hojas todos los días.",
weepinbell,"Verde, Tiene forma de campana, predominando un fuerte color amarillo en su cuerpo. Tiene dos hojas afiladas las cuales ocupa para comer, ya que si su presa no cabe por entero en su boca la rebana en pedazos, esto también facilita su digestión. También tiene un gran gancho en su parte de atrás, que utiliza para dormir enganchándose con él en una rama, aunque si se mueve mientras duerme, puede terminar cayendo al suelo. Al evolucionar Bellsprout a Weepinbell, desaparecen su tallo y sus raíces, y en la cabeza, encima de los ojos, tienen 3 puntos verdes. Sus ojos son saltones. En la Isla Valencia del Archipiélago Naranja, los Weepinbell han crecido con un color más oscuro que en el resto de lugares dado a su clima tropical.",
weezing,"Morado, Weezing y Koffing suelen vivir en lugares muy contaminados, ya sea en vertederos, pantanos o en ciudades industriales. Hasta hace no mucho tiempo Weezing era uno de los Pokémon con peor fama que existían. La gente los cazaba con odio, creyéndolos trasmisores de horribles enfermedades y pestes. Esta idea no podía estar más equivocada ya que los últimos descubrimientos lo muestran como una verdadera máquina de limpieza.",
